-0.758975, 1.639253, -1.550993, 1.127544, -0.362966, 1.895108
-0.763828, 1.656264, -1.554609, 1.152088, -0.368438, 1.908351
-0.762930, 1.670606, -1.546810, 1.171239, -0.370990, 1.920289
-0.762641, 1.685029, -1.540314, 1.190496, -0.373804, 1.932295
-0.762911, 1.699528, -1.535024, 1.209852, -0.376854, 1.944366
-0.763692, 1.714099, -1.530844, 1.229300, -0.380116, 1.956499
-0.764936, 1.728738, -1.527676, 1.248831, -0.383566, 1.968691
-0.766595, 1.743439, -1.525422, 1.268440, -0.387181, 1.980938
-0.768619, 1.758198, -1.523987, 1.288118, -0.390934, 1.993238
-0.770960, 1.773011, -1.523273, 1.307859, -0.394803, 2.005587
-0.773569, 1.787874, -1.523182, 1.327654, -0.398763, 2.017984
-0.776399, 1.802781, -1.523617, 1.347497, -0.402790, 2.030423
-0.779400, 1.817729, -1.524483, 1.367380, -0.406859, 2.042903
-0.782524, 1.832712, -1.525680, 1.387295, -0.410947, 2.055421
-0.785723, 1.847727, -1.527113, 1.407236, -0.415028, 2.067973
-0.788948, 1.862769, -1.528684, 1.427195, -0.419080, 2.080556
-0.792150, 1.877833, -1.530296, 1.447165, -0.423078, 2.093167
-0.795290, 1.892912, -1.531854, 1.467137, -0.427008, 2.105800
-0.798327, 1.907999, -1.533265, 1.487103, -0.430858, 2.118447
-0.801223, 1.923086, -1.534435, 1.507055, -0.434616, 2.131101
-0.803938, 1.938164, -1.535269, 1.526984, -0.438272, 2.143755
-0.806434, 1.953228, -1.535674, 1.546882, -0.441813, 2.156400
-0.808676, 1.968268, -1.535566, 1.566741, -0.445231, 2.169031
-0.810679, 1.983282, -1.534958, 1.586560, -0.448540, 2.181642
-0.812486, 1.998267, -1.533919, 1.606344, -0.451770, 2.194228
-0.814138, 2.013222, -1.532517, 1.626095, -0.454949, 2.206786
-0.815679, 2.028145, -1.530823, 1.645817, -0.458107, 2.219310
-0.817150, 2.043035, -1.528904, 1.665514, -0.461273, 2.231796
-0.818594, 2.057890, -1.526830, 1.685189, -0.464477, 2.244240
-0.820054, 2.072707, -1.524670, 1.704845, -0.467746, 2.256638
-0.821572, 2.087486, -1.522492, 1.724487, -0.471111, 2.268986
-0.823189, 2.102224, -1.520367, 1.744118, -0.474601, 2.281278
-0.824950, 2.116921, -1.518363, 1.763740, -0.478244, 2.293511
-0.826896, 2.131573, -1.516548, 1.783359, -0.482070, 2.305680
-0.829069, 2.146179, -1.514993, 1.802977, -0.486107, 2.317781
-0.831513, 2.160739, -1.513765, 1.822597, -0.490386, 2.329809
-0.834264, 2.175250, -1.512933, 1.842225, -0.494930, 2.341763
-0.837339, 2.189724, -1.512557, 1.861866, -0.499731, 2.353653
-0.840737, 2.204172, -1.512678, 1.881529, -0.504767, 2.365494
-0.844417, 2.218603, -1.513259, 1.901214, -0.509996, 2.377297
-0.848324, 2.233024, -1.514234, 1.920920, -0.515368, 2.389077
-0.852404, 2.247445, -1.515541, 1.940645, -0.520836, 2.400845
-0.856604, 2.261872, -1.517113, 1.960389, -0.526349, 2.412614
-0.860869, 2.276314, -1.518887, 1.980150, -0.531860, 2.424396
-0.865146, 2.290778, -1.520799, 1.999926, -0.537319, 2.436204
-0.869380, 2.305273, -1.522784, 2.019718, -0.542678, 2.448050
-0.873517, 2.319806, -1.524777, 2.039523, -0.547887, 2.459948
-0.877503, 2.334386, -1.526714, 2.059340, -0.552898, 2.471908
-0.881284, 2.349020, -1.528530, 2.079169, -0.557661, 2.483945
-0.884806, 2.363715, -1.530162, 2.099007, -0.562129, 2.496070
-0.888015, 2.378481, -1.531545, 2.118854, -0.566251, 2.508295
-0.890857, 2.393326, -1.532614, 2.138708, -0.569979, 2.520634
-0.893281, 2.408254, -1.533306, 2.158568, -0.573269, 2.533098
-0.895258, 2.423265, -1.533565, 2.178428, -0.576105, 2.545683
-0.896772, 2.438349, -1.533339, 2.198283, -0.578488, 2.558382
-0.897804, 2.453501, -1.532575, 2.218127, -0.580418, 2.571188
-0.898347, 2.468713, -1.531244, 2.237954, -0.581899, 2.584092
-0.898437, 2.483983, -1.529396, 2.257769, -0.582957, 2.597091
-0.898116, 2.499310, -1.527102, 2.277577, -0.583623, 2.610177
-0.897429, 2.514693, -1.524432, 2.297384, -0.583928, 2.623348
-0.896420, 2.530130, -1.521457, 2.317196, -0.583901, 2.636597
-0.895131, 2.545619, -1.518248, 2.337018, -0.583573, 2.649919
-0.893608, 2.561159, -1.514874, 2.356856, -0.582975, 2.663311
-0.891894, 2.576750, -1.511407, 2.376715, -0.582137, 2.676767
-0.890032, 2.592388, -1.507918, 2.396602, -0.581090, 2.690281
-0.888067, 2.608074, -1.504476, 2.416521, -0.579863, 2.703850
-0.886043, 2.623805, -1.501152, 2.436478, -0.578489, 2.717468
-0.884003, 2.639580, -1.498017, 2.456480, -0.576996, 2.731130
-0.881991, 2.655398, -1.495141, 2.476531, -0.575416, 2.744832
-0.880050, 2.671257, -1.492594, 2.496637, -0.573778, 2.758567
-0.878210, 2.687152, -1.490417, 2.516796, -0.572107, 2.772331
-0.876481, 2.703074, -1.488614, 2.536997, -0.570415, 2.786112
-0.874873, 2.719012, -1.487187, 2.557230, -0.568716, 2.799904
-0.873396, 2.734958, -1.486140, 2.577483, -0.567024, 2.813695
-0.872060, 2.750900, -1.485475, 2.597744, -0.565352, 2.827477
-0.870874, 2.766829, -1.485194, 2.618003, -0.563714, 2.841242
-0.869848, 2.782735, -1.485299, 2.638247, -0.562123, 2.854979
-0.868993, 2.798609, -1.485793, 2.658467, -0.560593, 2.868680
-0.868317, 2.814440, -1.486679, 2.678650, -0.559136, 2.882335
-0.867830, 2.830220, -1.487959, 2.698786, -0.557765, 2.895937
-0.867534, 2.845945, -1.489632, 2.718865, -0.556485, 2.909484
-0.867424, 2.861614, -1.491680, 2.738884, -0.555295, 2.922979
-0.867471, 2.877232, -1.494044, 2.758848, -0.554184, 2.936424
-0.867646, 2.892805, -1.496660, 2.778766, -0.553140, 2.949824
-0.867922, 2.908337, -1.499466, 2.798645, -0.552150, 2.963183
-0.868268, 2.923835, -1.502398, 2.818493, -0.551203, 2.976505
-0.868656, 2.939302, -1.505393, 2.838318, -0.550287, 2.989795
-0.869056, 2.954746, -1.508389, 2.858126, -0.549389, 3.003056
-0.869439, 2.970171, -1.511322, 2.877927, -0.548498, 3.016293
-0.869777, 2.985582, -1.514129, 2.897726, -0.547602, 3.029510
-0.870041, 3.000985, -1.516747, 2.917532, -0.546688, 3.042711
-0.870200, 3.016384, -1.519112, 2.937353, -0.545744, 3.055900
-0.870226, 3.031786, -1.521162, 2.957196, -0.544759, 3.069081
-0.870091, 3.047196, -1.522834, 2.977069, -0.543720, 3.082259
-0.869767, 3.062619, -1.524069, 2.996979, -0.542616, 3.095438
-0.869260, 3.078056, -1.524873, 3.016927, -0.541453, 3.108620
-0.868598, 3.093508, -1.525298, 3.036910, -0.540248, 3.121807
-0.867809, 3.108975, -1.525395, 3.056925, -0.539016, 3.135000
-0.866922, 3.124457, -1.525216, 3.076969, -0.537775, 3.148201
-0.865964, 3.139953, -1.524812, 3.097039, -0.536541, 3.161411
-0.864965, 3.155465, -1.524235, 3.117132, -0.535330, 3.174631
-0.863953, 3.170991, -1.523538, 3.137244, -0.534161, 3.187864
-0.862955, 3.186531, -1.522770, 3.157373, -0.533048, 3.201111
-0.862001, 3.202087, -1.521986, 3.177515, -0.532009, 3.214373
-0.861118, 3.217657, -1.521235, 3.197668, -0.531060, 3.227651
-0.860336, 3.233241, -1.520570, 3.217828, -0.530219, 3.240948
-0.859681, 3.248840, -1.520042, 3.237992, -0.529500, 3.254264
-0.859176, 3.264451, -1.519701, 3.258157, -0.528913, 3.267598
-0.858830, 3.280072, -1.519569, 3.278319, -0.528460, 3.280948
-0.858621, 3.295702, -1.519611, 3.298478, -0.528126, 3.294314
-0.858526, 3.311340, -1.519787, 3.318632, -0.527896, 3.307694
